"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"Les petits asticots";"74400";45.93098191;6.92360097;"http://www.les-petits-asticots.com/";"Spectacle vivant";"CHAMONIX-MONT-BLANC"
"L Annuelle";"25360";47.28831742;6.24419444;"http://artistesalacampagne.fr";"Spectacle vivant";"CHAMPLIVE"
"Moments lyriques de Chartres et d Eure et loir";"28000";48.44714649;1.50570611;"http://www.moments-lyriques.com/";"Musique";"CHARTRES"
"Les Cents Voix";"86100";46.81567002;0.55259898;"http://www.contescausette.fr/";"Spectacle vivant";"CHATELLERAULT"
"Festifl Art";"77124";48.97193328;2.83158635;"http://festiflart.org/";"Musique";"CHAUCONIN-NEUFMONTIERS"
"Rêves d Océan - Festival du livre jeunesse et BD";"29360";47.79434071;-3.56681365;"https://www.reves-doceans.fr/";"Livre";"CLOHARS-CARNOET"
"Festival des Autochtones";"35134";47.87252333;-1.41640449;"www.lesautochtones.asso35.fr";"Musique";"COESMES"
"Les Théâtrales de Collonges La Rouge";"19500";45.06618145;1.65335823;"http://www.theatrales-collonges.org/";"Spectacle vivant";"COLLONGES-LA-ROUGE"
"Festival du livre de Colmar";"68000";48.10994058;7.3846869;"https://festivaldulivre.colmar.fr/";"Livre";"COLMAR"
"Jazz off colmar";"68000";48.10994058;7.3846869;"Facebook jazz off colmar";"Musique";"COLMAR"
"Le printemps du monde";"83570";43.48641856;6.06826218;"http://www.le-chantier.com/";"Musique";"CORRENS"
"Les Théâtrales Charles Dullin";"94000";48.78374018;2.4546353;"https://www.lestheatrales.com/";"Spectacle vivant";"CRETEIL"
"Festival d humour du Ventoux";"84410";44.11804006;5.15095331;"www.fhdv.fr";"Spectacle vivant";"CRILLON-LE-BRAVE"
"L art et la vigne";"71480";46.50471627;5.36399526;"Cuiseauxpaysdespeintres.fr";"Arts visuels";"CUISEAUX"
"Les écrans du doc";"69150";45.77172774;4.96142705;"http://www.festivals-connexion.com/calendrier/99-LesEcransduDoc.html#.YrPWGuxBy3I";"Cinéma";"DECINES-CHARPIEU"
"Art Danse";"21000";47.3229438;5.03788806;"http://art-danse.org/ // www.ledancing.com";"Spectacle vivant";"DIJON"
"Festisol";"21000";47.3229438;5.03788806;"https://www.festivaldessolidarites.org/acteurs/collectif-festisol-735";"Pluridisciplinaire";"DIJON"
"Kultur Mix";"21000";47.3229438;5.03788806;"https://www.facebook.com/KulturMixfestival/";"Pluridisciplinaire";"DIJON"
"Dinard Comedy Festival";"35800";48.62418059;-2.06198286;"non renseigne";"Spectacle vivant";"DINARD"
"O! Les Rues";"17550";45.90961854;-1.25750954;"https://www.facebook.com/festival.o.les.rues/";"Spectacle vivant";"DOLUS-D_OLERON"
"Char en son";"69220";46.15376385;4.77319705;"www.charenson.com/";"Musique";"DRACE"
"Festival théâtral du Val d Oise";"95600";48.99099402;2.27800925;"non renseigne";"Spectacle vivant";"EAUBONNE"
"Festival de la bande dessinée d Eurre";"26400";44.75826249;4.97623534;"http://opalebd.com/festivals/details/57";"Livre";"EURRE"
"Cuivro Foliz";"32500";43.84027941;0.64245587;"www.cuivrofoliz.com";"Musique";"FLEURANCE"
"Série Series - le festival des séries européennes";"77300";48.40668565;2.68031396;"www.serieseries.fr";"Cinéma";"FONTAINEBLEAU"
"Festival BD de Gisors";"27140";49.27867237;1.7687665;"lesamisdelabulle.free.fr";"Livre";"GISORS"
"Festival des Berges du Miosson";"86340";46.43958036;0.42335342;"http://fr-fr.facebook.com/Festival-des-Berges-du-Miosson-423520754454585/";"Musique";"GIZAY"
"Rues d été";"81300";43.75765622;2.00122513;"http://ruesdete.fr";"Spectacle vivant";"GRAULHET"
"Les Celtiques";"44350";47.33133209;-2.41703659;"www.bro-gwenrann.org";"Musique";"GUERANDE"
"Les Pierres Parlent";"56520";47.79400769;-3.49161886;"lespierresparlent.info";"Spectacle vivant";"GUIDEL"
"Festival BD d Hautvillers";"51160";49.08555843;3.944197;"non renseigne";"Livre";"HAUTVILLERS"
"Le P tit monde";"59190";50.72629671;2.53864301;"www.centreandremalraux.com";"Spectacle vivant";"HAZEBROUCK"
"Estuaire d en Rire";"14600";49.41294497;0.23757936;"www.estuairedenrire.com";"Spectacle vivant";"HONFLEUR"
"Combat";"56120";47.9544412;-2.54877601;"non renseigne";"Livre";"JOSSELIN"
"Opération Lumière";"33650";44.68011304;-0.5369185;"http://www.oplum.fr/";"Spectacle vivant";"LA_BREDE"
"A Propos du Japon";"34400";43.56853941;4.07583285;"www.aproposdujapon.org";"Pluridisciplinaire";"LA_GRANDE_MOTTE"
"Festival du film écocitoyen Ecran Vert";"17000";46.1620644;-1.17465703;"www.festivalecranvert.fr";"Cinéma";"LA_ROCHELLE"
"Colors";"85000";46.66752616;-1.40779541;"https://www.festival-colors.fr/";"Spectacle vivant";"LA_ROCHE-SUR-YON"
"Un chapiteau de rencontres - un mois pour les écoles de cirque";"83500";43.0880295;5.87089842;"non renseigne";"Spectacle vivant";"LA_SEYNE-SUR-MER"
"Les Escapades Musicales";"33260";44.55618231;-1.17530827;"http://www.lesescapadesmusicales.com/";"Musique";"LA_TESTE-DE-BUCH"
"Les P tibals";"11220";43.09572303;2.60436046;"https://www.facebook.com/Ptibals/";"Spectacle vivant";"LAGRASSE"
"Clair de Lune";"29800";48.4507529;-4.26434538;"https://mediatheque.landerneau.bzh";"Livre";"LANDERNEAU"
"Danses à Kerhervy";"56600";47.76919243;-3.32648318;"www.cie-eskemm.fr";"Musique";"LANESTER"
"Couleurs du Monde";"56630";48.13188119;-3.48128235;"non renseigne";"Musique";"LANGONNET"
"Le Plancher du monde";"56630";48.13188119;-3.48128235;"www.leplancher.com";"Musique";"LANGONNET"
"OUTCH ! - Extreme Metal Festival";"52200";47.85915448;5.33880467;"non renseigne";"Musique";"LANGRES"
"La Salvetat en scène";"31880";43.57548002;1.2661632;"https://www.lasalvetat31.fr/la-salvetat-en-scene/";"Spectacle vivant";"LA-SALVETAT-SAINT-GILLES"
"Festi Lav";"25170";47.24430135;5.81882619;"https://www.lesviretamisdelavernay.fr/festival/";"Musique";"LAVERNAY"
"Festival de musique en Vivarais-Lignon";"43400";45.05246326;4.31966525;"non renseigne";"Musique";"LE_CHAMBON-SUR-LIGNON"
"De la page à l image";"44490";47.29227434;-2.52277844;"http://www.festivaldufilmducroisic.com/";"Cinéma";"LE_CROISIC"
"Festival de printemps";"60130";49.50815156;2.45961433;"http://www.cc-plateaupicard.fr";"Spectacle vivant";"LE_PLESSIER-SUR-SAINT-JUST"
"Fêtes Renaissance du Roi de l oiseau";"43000";45.02763667;3.89535229;"www.roideloiseau.com";"Spectacle vivant";"LE_PUY-EN-VELAY"
"Les Plages Pop";"33950";44.76094402;-1.19293697;"http://www.bordeauxrock.com/";"Musique";"LEGE-CAP-FERRET"
"Drôles Deuchansons";"63370";45.77247617;3.19295725;"http://leguidedesfestivals.com/2010-drole-deuchansons-6344.html";"Musique";"LEMPDES"
"Les Carrioles";"87230";45.67485285;1.07139197;"http://www.lescarrioles.fr";"Spectacle vivant";"LES_CARS"
"Blues en Rade";"56570";47.73030876;-3.32842998;"non renseigne";"Musique";"LOCMIQUELIC"
"Festival C - Chanson Française et Cirque Nouveau";"58140";47.28946456;3.82491614;"https://www.facebook.com/lormesfestivalc";"Musique";"LORMES"
"Salon du livre jeunesse de Louargat";"22540";48.56120025;-3.34101342;"non renseigne";"Livre";"LOUARGAT"
"Festival du livre jeunesse en Loudunais";"86200";47.00980729;0.09904431;"http://www.pays-loudunais.fr/module-Contenus-viewpub-tid-2-pid-129.html";"Livre";"LOUDUN"
"Musa festival";"20260";42.58004385;8.82575574;"https://www.musanostra.com/statinate/";"Livre";"LUMIO"
"Scènes en selle";"54300";48.59202447;6.49810325;"https://www.facebook.com/equiartconcept";"Spectacle vivant";"LUNEVILLE"
"Art & Patrimoine";"70300";47.82391972;6.36363973;"www.festival-art-luxeuil.com";"Spectacle vivant";"LUXEUIL-LES-BAINS"
"Micro-mondes";"69460";45.59929492;4.58907053;"non renseigne";"Spectacle vivant";"LYON"
"Région en scène";"44270";46.99107845;-1.8234567;"www.chainonpaysdelaloire.com";"Pluridisciplinaire";"MACHECOUL-SAINT-MEME"
"Les Hivernales du rire et du vin";"34480";43.48086889;3.21744589;"http://www.leshivernales.fr/index.html";"Spectacle vivant";"MAGALAS"
"Festival Rene Caillié de L aventure";"79210";46.19209378;-0.64435541;"https://festivalrenecailliedelaventure.com/";"Spectacle vivant";"MAUZE-SUR-LE-MIGNON"
"Alternalivres";"71390";46.65080938;4.75084615;"https://alternalivresleblog.wordpress.com/2022/04/13/10-et-11-juin-2022-enfin/";"Livre";"MESSEY-SUR-GROSNE"
"Vox Musica";"86110";46.78919303;0.19845718;"http://festivalvoxmusica.blogspot.fr/";"Musique";"MIREBEAU"
"Rencontres Internationales de Mirecourt";"88500";48.29353121;6.12032421;"http://www.rimirecourt.com/";"Musique";"MIRECOURT"
"Les rencontres du violoncelle de Moïta";"20270";42.28170678;9.41036899;"non renseigne";"Musique";"MOITA"
"Festival Mondeville sur rire";"14120";49.16936494;-0.31069119;"https://www.facebook.com/mondevillesurrire/";"Spectacle vivant";"MONDEVILLE"
"Salon du Livre Monpazier";"24540";44.68076868;0.89408233;"non renseigne";"Livre";"MONPAZIER"
"Volcanic Blues festival";"63240";45.57609991;2.80995918;"https://www.soulbag.fr/volcanic-blues-festival-2021/";"Musique";"MONT-DORE"
"Montesquiou on the rock s";"32320";43.57805066;0.33230526;"https://fr-fr.facebook.com/montesquiourock/";"Musique";"MONTESQUIOU"
"Festival des Truca Taoules";"09330";43.12322977;0.11104896;"https://www.truca-taoules.com";"Musique";"MONTGAILLARD"
"Festival des Antipodes";"88210";48.67144595;6.77870838;"www.fabriqueautonome.org";"Spectacle vivant";"MOUSSEY"
"Chansonnales de Moutiers-en-Puisaye";"89520";47.60889516;3.16491505;"anart-scene.wix.com/chanson";"Musique";"MOUTIERS-EN-PUISAYE"
"Flex Week";"54000";48.69019955;6.17588254;"Compagnie Flex";"Spectacle vivant";"NANCY"
"Les in:enttendus";"37370";47.60446371;0.589828;"www.ensembleptyx.com";"Musique";"NEUVY-LE-ROI"
"Positiv Festival";"84100";43.61344091;3.86851658;"https://www.facebook.com/positivfestival/";"Musique";"ORANGE"
"Les Siestes Électroniques";"93500";48.89830939;2.40872147;"https://les-siestes.com/";"Musique";"PANTIN"
"Brésil en Mouvements";"75014";48.8567;2.3508;"www.autresbresils.net/festival-documentaire-bresil-en-mouvements";"Cinéma";"PARIS"
"Ciné-Palestine";"75020";48.8567;2.3508;"https://www.festivalpalestine.paris/";"Cinéma";"PARIS"
"Festival Arménien";"75008";48.8567;2.3508;"non renseigne";"Pluridisciplinaire";"PARIS"
"Festival de Choro";"75014";48.82899321;2.32710088;"http://clubduchorodeparis.free.fr/";"Musique";"PARIS"
"Fnac Live";"75004";48.82899321;2.32710088;"www.fnaclive.com";"Livre";"PARIS"
"Paris Est Têtu";"75016";48.8567;2.3508;"non renseigne";"Musique";"PARIS"
"Tradenvie";"32550";43.60561458;0.58985087;"http://www.tradenvie.fr/";"Musique";"PAVIE"
"Les bravos de la nuit";"42410";45.42308064;4.65991657;"www.lesbravosdelanuit.fr (en pleine maintenance / refonte actuellement)";"Spectacle vivant";"PELUSSIN"
"La Criée";"29760";47.81214788;-4.34003367;"non renseigne";"Livre";"PENMARC_H"
"Les Balladines de Penne";"81140";44.08337868;1.7222257;"https://lesballadinesdepen.wixsite.com/balladines";"Spectacle vivant";"PENNE"
"Salon du livre Peyrol lire";"30124";42.96355406;2.33849254;"www.peyrolles-en-provence.fr";"Livre";"PEYROLLES"
"Les francophonides";"69310";45.70220227;4.8270505;"https://www.lesfrancophonides.fr/";"Musique";"PIERRE-BENITE"
"Musicales de Bois Richeux";"28130";48.5892951;1.55200898;"https://ww.mairie-pierres.fr/";"Musique";"PIERRES"
"Les fêtes musicales du château de Pionsat";"63330";46.11999546;2.68534957;"www.francefestivals.com/pionsat/";"Musique";"PIONSAT"
"Festivel dans les vignes";"83640";43.3384389;6.54745751;"www.ccultures-leplandelatour.fr";"Pluridisciplinaire";"PLAN-DE-LA-TOUR"
"Les Musicales de l Agly";"66720";42.7742311;2.62167278;"https://www.facebook.com/MusicalesDeLAgly";"Musique";"PLANEZES"
"Shaker fest";"29720";47.90841147;-4.26536048;"non renseigne";"Spectacle vivant";"PLONEOUR-LANVERN"
"Le Chant de l Eucalyptus";"29780";47.69291092;-3.23358959;"www.chant-eucalyptus.com";"Musique";"PLOUHINEC"
"Festival international Filmer Le Travail";"86000";46.58392077;0.35994765;"http://filmerletravail.org/";"Cinéma";"POITIERS"
"Haut Doubs festival";"25300";46.91197309;6.38914602;"www.haut-doubs-festival.com";"Musique";"PONTARLIER"
"Pyhc Fest";"89140";48.27874298;3.19347395;"http://www.pyhc.fr/";"Musique";"PONT-SUR-YONNE"
"Salon du livre de Prades";"66500";45.0245719;3.594009;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2200";"Livre";"PRADES"
"Culturalité";"34390";43.53951504;2.82265477;"http://leguidedesfestivals.com/2017-festival-culturalit-31225.html";"Musique";"PREMIAN"
"Taol Kurun";"29300";47.85613034;-3.55642895;"http://www.tiarvro-brokemperle.bzh/";"Musique";"QUIMPERLE"
"Les irrépressibles";"63200";45.89426678;3.1324647;"www.lesirrepressibles.com";"Spectacle vivant";"RIOM"
"Destination MANGA";"95700";49.00660444;2.51417744;"https://pages.facebook.com/DestinationManga/";"Pluridisciplinaire";"ROISSY-EN-FRANCE"
"Festival international d orgue";"13360";43.34378647;5.59772643;"www.orgue-roquevaire.fr";"Musique";"ROQUEVAIRE"
"Escale d humour";"17200";45.63465742;-1.01791403;"http://www.ville-royan.fr/";"Spectacle vivant";"ROYAN"
"Les Vendredis festifs du mas";"30500";44.25245837;4.19418573;"www.masdebruguerolle.com";"Spectacle vivant";"SAINT-AMBROIX"
"Festival classique en août";"66690";42.55245732;2.98000507;"http://www.saint-andre66.fr/culture-loisirs/theatre/";"Spectacle vivant";"SAINT-ANDRE"
"Le Temps Suspendu";"36170";46.44766419;1.39936862;"www.letempssuspendu.fr";"Musique";"SAINT-BENOIT-DU-SAULT"
"Circonvergence";"11310";-20.93297082;55.44686717;"https://cirquonsflex.com/territoire";"Spectacle vivant";"SAINT-DENIS"
"Cyclone BD";"11310";-20.93297082;55.44686717;"CYCLONE BD";"Livre";"SAINT-DENIS"
"Les soirées gala";"83120";43.3564731;6.6117279;"www.sainte-maxime.com";"Musique";"SAINTE-MAXIME"
"Festival de Saintes";"17100";45.74223002;-0.64962304;"www.festivaldesaintes.org";"Musique";"SAINTES"
"Les Échappées Rurales";"17100";45.74223002;-0.64962304;"http://www.agglo-saintes.fr/";"Spectacle vivant";"SAINTES"
"Festival du livre de la Haute-Tinée";"06660";44.24914928;6.92452445;"www.saintetiennedetinee.fr";"Livre";"SAINT-ETIENNE-DE-TINEE"
"Ça va arriver près de chez vous";"44800";47.22437624;-1.63434819;"www.theatreonyx.fr";"Spectacle vivant";"SAINT-HERBLAIN"
"Salon du livre jeunesse de l Océan Indien";"97436";-21.16659664;55.33313358;"non renseigne";"Livre";"SAINT-LEU"
"Festival de cinéma Zones Portuaires Saint-Nazaire";"66570";47.2802857;-2.25379927;"www.zonesportuaires-saintnazaire.com";"Cinéma";"SAINT-NAZAIRE"
"Festival des arts du cirque Second Geste";"50380";48.80237382;-1.54696599;"https://saintpairsurmer.fr/culture-sport-et-loisirs/loffice-culturel/billetterie/";"Spectacle vivant";"SAINT-PAIR-SUR-MER"
"Réunion Métis";"31590";-21.31232424;55.49361552;"www.reunionmetis.re";"Arts visuels";"SAINT-PIERRE"
"Festival pour lire";"38070";45.63964278;5.10856785;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2050";"Livre";"SAINT-QUENTIN-FALLAVIER"
"Saoû chante Mozart";"26400";44.6470257;5.11072906;"www.saouchantemozart.com";"Musique";"SAOÛ"
"L aria di a serra - festival lyrique";"20140";41.74104743;8.81250812;"non renseigne";"Musique";"SERRA-DI-FERRO"
"Circus Rock festival";"38350";44.92614269;5.76206988;"http://leguidedesfestivals.com/index.php5?page=festival&festi=33937";"Musique";"SUSVILLE"
"Festival des Balkans";"58420";47.31251227;3.48949358;"www.festivaldesbalkans.com";"Musique";"TACONNAY"
"Vryche sur Yvette";"71210";48.85325535;2.65123227;"non renseigne";"Musique";"TORCY"
"Jazz(S) A Trois Palis";"16730";45.63996133;0.04644347;"http://www.imuzzic-brunotocanne.com/";"Musique";"TROIS-PALIS"
"Festival des choeurs lauréats";"84110";44.24770187;5.06040782;"www.festivaldeschoeurslaureats.com";"Musique";"VAISON-LA-ROMAINE"
"Semaine de théâtre antique";"84110";44.24770187;5.06040782;"hadrien2000-vaisontheatreantique.net";"Spectacle vivant";"VAISON-LA-ROMAINE"
"Les Cendriales";"24220";44.94717003;0.81046451;"http://lescendriales.blogspot.com";"Spectacle vivant";"VAL_DE_LOUYRE_ET_CAUDEAU"
"Viva patrimoine";"26000";44.92298117;4.91444013;"www.lux-valence.com";"Cinéma";"VALENCE"
"Avec Ou Sans Fils";"41100";47.80130267;1.06106057;"www.lhectare.fr";"Spectacle vivant";"VENDOME"
"Le Grand Festival";"09310";49.14548319;5.36141821;"non renseigne";"Spectacle vivant";"VERDUN"
"Festival 1001 Notes";"87260";45.64956481;1.39073763;"http://festival1001notes.com/";"Musique";"VICQ-SUR-BREUILH"
"Jazz à Vienne";"38200";45.52057837;4.88135156;"www.jazzavienne.com";"Musique";"VIENNE"
"Les Z arpetes";"33670";44.77318522;-0.55821226;"http://www.leszarpetes.com/";"Spectacle vivant";"VILLENAVE-D_ORNON"
"Jazz à Ville sur Auzon";"84570";44.06606051;5.25707803;"jazzavillessurauzon.free.fr";"Musique";"VILLES-SUR-AUZON"
"Parlez-moi d humour";"79370";48.11408151;-1.19370721;"www.mairie-vitre.com";"Livre";"VITRE"
"Festival des cultures du monde";"38500";45.37917208;5.58240311;"https://www.salmorencvoironculturesdumonde.com/le-festival";"Spectacle vivant";"VOIRON"
"Buisso Nied";"57220";49.1701692;6.44955386;"https://www.facebook.com/profile.php?id=100027999446859";"Spectacle vivant";"VOLMERANGE-LES-BOULAY"
"Illustr action";"07440";44.93975846;4.73413213;"https://www.letrouillet.com/event/festival-illustraction/";"Arts visuels";"ALBOUSSIERE"
"Festival international de viole de gambe";"08190";49.47332586;4.12377173;"non renseigne";"Musique";"ASFELD"
"Festival des mardis marionnettes";"06410";43.62765581;7.08318613;"www.biot.fr";"Spectacle vivant";"BIOT"
"Biennale en Revermont";"01250";46.1832171;5.32007208;"www.melodifoliz.com";"Musique";"CEYZERIAT"
"Salon des littératures maudites";"08000";49.77529658;4.71724656;"https://mediatheques.ardenne-metropole.fr";"Livre";"CHARLEVILLE-MEZIERES"
"Blues rock festival";"13160";43.88247076;4.83990005;"bluesrockfestival.fr";"Musique";"CHATEAURENARD"
"Jazz à Couches";"71490";46.86915508;4.56431598;"www.jazzacouches.fr";"Musique";"COUCHES"
"Confluent d arts";"38210";44.93772372;-0.31617701;"http://www.chateau-de-la-riviere.com/";"Musique";"LA_RIVIERE"
"Festival d été Le Broc";"63500";43.81478221;7.15907634;"www.directoproductions.com/fr/production/festival-dete-le-broc/";"Musique";"LE_BROC"
"Fête de l Europe";"75001";48.8567;2.3508;"non renseigne";"Musique";"PARIS"
"Les Fous Cavés";"17400";45.81805185;-0.6720673;"http://www.lesfouscaves.fr/";"Musique";"PORT-D_ENVAUX"
"Musical été";"52100";48.62801007;4.94923524;"https://www.saint-dizier.fr";"Musique";"SAINT-DIZIER"
"Musique en Dévoluy";"05250";44.67754198;5.94047369;"www.musiqueendevoluy.fr";"Musique";"SAINT-ETIENNE-EN-DEVOLUY"
"The Smöll Festivöll";"44190";47.07964114;-1.36298171;"thesmollfestivoll.wixsite.com/thesmollfestivoll/le-festival";"Musique";"SAINT-LUMINE-DE-CLISSON"
"Bouquins câlins";"06550";43.58490925;6.95049795;"www.ma-mediatheque.net";"Livre";"LA_ROQUETTE-SUR-SIAGNE"
"Tilliacum";"44440";47.4641558;-1.28707085;"www.tilliacum.com";"Musique";"TEILLE"
"Festival Debussy";"36200";46.57878626;1.49262831;"http://www.festivaldebussy.com";"Musique";"ARGENTON-SUR-CREUSE"
"Un été à Bourges";"18000";47.0749572;2.40417138;"www.ville-bourges.fr";"Musique";"BOURGES"
"Manga p";"05000";44.57986006;6.06486052;"Manga P05";"Pluridisciplinaire";"GAP"
"Meltin art";"13390";43.296346;5.369889;"www.festivalmeltinart.com";"Musique";"MARSEILLE"
"Terres du Son";"60119";47.27798926;0.64548356;"https://terresduson.com/2021/";"Musique";"MONTS"
"La Journée de la Guitare à Mutzig";"67190";48.53805485;7.45530316;"www.jdlg.eu";"Musique";"MUTZIG"
"Festival de Jérusalem";"75019";48.88686862;2.38469433;"www.philharmoniedeparis.fr/fr/activite/musique-de-chambre/19023-festival-de-jerusalem";"Musique";"PARIS"
"Tango du Val-Cenis";"73500";45.34415288;6.84789109;"http://www.haute-maurienne-vanoise.com/evenements/tango/";"Musique";"VAL-CENIS"
"Jazz For Ville";"94140";48.79608439;2.42124593;"www.lepoc.fr";"Musique";"ALFORTVILLE"
"Love Letters Festival";"84000";43.93524483;4.84071573;"lovelettersfestival.com";"Musique";"AVIGNON"
"Festival du Roi Arthur";"35310";48.04463717;-1.86571619;"www.festivalduroiarthur.fr";"Musique";"BREAL-SOUS-MONTFORT"
